Variable,Value,Year,Date,DOY
Tmax,37.3257,1988,19880205,36
Tmax,44.6705,1988,19880210,41
Tmax,44.1807,1988,19880215,46
Tmax,41.0965,1988,19880220,51
Tmax,45.4306,1988,19880225,56
Tmax,48.9077,1988,19880301,61
Tmax,43.0525,1988,19880306,66
Tmax,38.9748,1988,19880311,71
Tmax,51.6196,1988,19880316,76
Tmax,51.7903,1988,19880321,81
Tmax,46.2667,1988,19880326,86
Tmax,54.3531,1988,19880331,91
Tmax,57.5587,1988,19880405,96
Tmax,70.617,1988,19880410,101
Tmax,68.3138,1988,19880415,106
Tmax,58.6031,1988,19880420,111
Tmax,61.8516,1988,19880425,116
Tmax,54.7125,1988,19880430,121
Tmax,59.9165,1988,19880505,126
Tmax,71.6879,1988,19880510,131
Tmax,69.5749,1988,19880515,136
Tmax,76.0686,1988,19880520,141
Tmax,76.5491,1988,19880525,146
Tmax,68.3009,1988,19880530,151
Tmax,79.0374,1988,19880604,156
Tmax,78.5974,1988,19880609,161
Tmax,87.8215,1988,19880614,166
Tmax,93.8887,1988,19880619,171
Tmax,93.4679,1988,19880624,176
Tmax,85.2395,1988,19880629,181
Tmax,84.6222,1988,19880704,186
Tmax,89.3306,1988,19880709,191
Tmax,89.6151,1988,19880714,196
Tmax,91.5801,1988,19880719,201
Tmax,92.2014,1988,19880724,206
Tmax,91.492,1988,19880729,211
Tmax,83.4522,1988,19880803,216
Tmax,87.38,1988,19880808,221
Tmax,86.1773,1988,19880813,226
Tmax,86.7857,1988,19880818,231
Tmax,89.0712,1988,19880823,236
Tmax,86.6951,1988,19880828,241
Tmax,88.5877,1988,19880902,246
Tmax,74.8418,1988,19880907,251
Tmax,69.3015,1988,19880912,256
Tmax,62.8006,1988,19880917,261
Tmax,72.967,1988,19880922,266
Tmax,69.5882,1988,19880927,271
Tmax,80.0672,1988,19881002,276
Tmax,73.7667,1988,19881007,281
Tmax,69.8452,1988,19881012,286
Tmax,66.3884,1988,19881017,291
Tmax,66.0684,1988,19881022,296
Tmax,63.069,1988,19881027,301
Tmax,51.8682,1988,19881101,306
Tmax,44.0405,1988,19881106,311
Tmax,39.824,1988,19881111,316
Tmax,34.1627,1988,19881116,321
Tmax,39.7464,1988,19881121,326
Tmax,29.5061,1988,19881126,331
Tmax,32.5551,1988,19881201,336
Tmax,31.2225,1988,19881206,341
Tmax,32.3138,1988,19881211,346
Tmax,29.8794,1988,19881216,351
Tmax,30.1282,1988,19881221,356
Tmax,19.0119,1988,19881226,361
Tmax,28.3592,1988,19881231,366
Tmax,29.6474,1989,19890101,1
Tmax,28.6873,1989,19890106,6
Tmax,24.0109,1989,19890111,11
Tmax,32.2088,1989,19890116,16
Tmax,27.6791,1989,19890121,21
Tmax,23.9366,1989,19890126,26
Tmax,25.4144,1989,19890131,31
Tmax,12.0003,1989,19890205,36
Tmax,26.8395,1989,19890210,41
Tmax,31.0471,1989,19890215,46
Tmax,39.4245,1989,19890220,51
Tmax,39.9825,1989,19890225,56
Tmax,36.4078,1989,19890302,61
Tmax,56.6211,1989,19890307,66
Tmax,44.697,1989,19890312,71
Tmax,43.3135,1989,19890317,76
Tmax,52.7515,1989,19890322,81
Tmax,48.1442,1989,19890327,86
Tmax,50.4129,1989,19890401,91
Tmax,60.1867,1989,19890406,96
Tmax,64.0261,1989,19890411,101
Tmax,72.7851,1989,19890416,106
Tmax,65.5356,1989,19890421,111
Tmax,55.8303,1989,19890426,116
Tmax,66.5458,1989,19890501,121
Tmax,77.0303,1989,19890506,126
Tmax,61.2629,1989,19890511,131
Tmax,63.5899,1989,19890516,136
Tmax,65.0179,1989,19890521,141
Tmax,66.5839,1989,19890526,146
Tmax,70.9772,1989,19890531,151
Tmax,79.9523,1989,19890605,156
Tmax,79.6504,1989,19890610,161
Tmax,83.0846,1989,19890615,166
Tmax,67.3466,1989,19890620,171
Tmax,82.9368,1989,19890625,176
Tmax,86.4746,1989,19890630,181
Tmax,91.6036,1989,19890705,186
Tmax,86.8658,1989,19890710,191
Tmax,86.9339,1989,19890715,196
Tmax,92.352,1989,19890720,201
Tmax,91.6604,1989,19890725,206
Tmax,87.3661,1989,19890730,211
Tmax,86.3714,1989,19890804,216
Tmax,85.6509,1989,19890809,221
Tmax,84.6965,1989,19890814,226
Tmax,79.0125,1989,19890819,231
Tmax,70.4166,1989,19890824,236
Tmax,78.8244,1989,19890829,241
Tmax,78.2199,1989,19890903,246
Tmax,69.2824,1989,19890908,251
Tmax,77.3099,1989,19890913,256
Tmax,71.1513,1989,19890918,261
Tmax,80.5592,1989,19890923,266
Tmax,70.9268,1989,19890928,271
Tmax,57.3071,1989,19891003,276
Tmax,68.8905,1989,19891008,281
Tmax,60.9952,1989,19891013,286
Tmax,63.9839,1989,19891018,291
Tmax,53.737,1989,19891023,296
Tmax,39.9349,1989,19891028,301
Tmax,45.8486,1989,19891102,306
Tmax,53.5446,1989,19891107,311
Tmax,48.0705,1989,19891112,316
Tmax,50.3628,1989,19891117,321
Tmax,45.7031,1989,19891122,326
Tmax,34.6053,1989,19891127,331
Tmax,42.5479,1989,19891202,336
Tmax,38.8501,1989,19891207,341
Tmax,35.7405,1989,19891212,346
Tmax,32.837,1989,19891217,351
Tmax,32.9081,1989,19891222,356
Tmax,30.8492,1989,19891227,361
Tmax,29.9701,1990,19900101,1
Tmax,41.381,1990,19900106,6
Tmax,45.7499,1990,19900111,11
Tmax,33.6712,1990,19900116,16
Tmax,34.1306,1990,19900121,21
Tmax,36.6618,1990,19900126,26
Tmax,37.588,1990,19900131,31
Tmax,37.2216,1990,19900205,36
Tmax,38.3021,1990,19900210,41
Tmax,31.6649,1990,19900215,46
Tmax,41.7651,1990,19900220,51
Tmax,39.7955,1990,19900225,56
Tmax,46.8719,1990,19900302,61
Tmax,52.1808,1990,19900307,66
Tmax,42.7942,1990,19900312,71
Tmax,58.8411,1990,19900317,76
Tmax,55.1863,1990,19900322,81
Tmax,56.2004,1990,19900327,86
Tmax,66.2871,1990,19900401,91
Tmax,59.9175,1990,19900406,96
Tmax,66.4255,1990,19900411,101
Tmax,70.2868,1990,19900416,106
Tmax,60.8464,1990,19900421,111
Tmax,48.826,1990,19900426,116
Tmax,62.403,1990,19900501,121
Tmax,62.1871,1990,19900506,126
Tmax,61.4857,1990,19900511,131
Tmax,65.6403,1990,19900516,136
Tmax,68.3494,1990,19900521,141
Tmax,66.6475,1990,19900526,146
Tmax,66.093,1990,19900531,151
Tmax,75.5524,1990,19900605,156
Tmax,66.0884,1990,19900610,161
Tmax,74.7671,1990,19900615,166
Tmax,86.7632,1990,19900620,171
Tmax,92.1531,1990,19900625,176
Tmax,88.3903,1990,19900630,181
Tmax,86.7232,1990,19900705,186
Tmax,90.0742,1990,19900710,191
Tmax,88.7958,1990,19900715,196
Tmax,85.1172,1990,19900720,201
Tmax,81.742,1990,19900725,206
Tmax,86.8934,1990,19900730,211
Tmax,92.62,1990,19900804,216
Tmax,89.6655,1990,19900809,221
Tmax,84.9099,1990,19900814,226
Tmax,77.2993,1990,19900819,231
Tmax,81.3946,1990,19900824,236
Tmax,85.3032,1990,19900829,241
Tmax,86.7905,1990,19900903,246
Tmax,88.5746,1990,19900908,251
Tmax,83.6024,1990,19900913,256
Tmax,73.0032,1990,19900918,261
Tmax,76.9622,1990,19900923,266
Tmax,74.1736,1990,19900928,271
Tmax,61.7859,1990,19901003,276
Tmax,57.3866,1990,19901008,281
Tmax,55.7714,1990,19901013,286
Tmax,53.4264,1990,19901018,291
Tmax,64.7068,1990,19901023,296
Tmax,62.6766,1990,19901028,301
Tmax,41.075,1990,19901102,306
Tmax,48.2317,1990,19901107,311
Tmax,53.962,1990,19901112,316
Tmax,45.1321,1990,19901117,321
Tmax,46.2961,1990,19901122,326
Tmax,34.6848,1990,19901127,331
Tmax,35.7014,1990,19901202,336
Tmax,42.0889,1990,19901207,341
Tmax,26.122,1990,19901212,346
Tmax,19.5949,1990,19901217,351
Tmax,3.3113,1990,19901222,356
Tmax,17.9179,1990,19901227,361
Tmax,21.2994,1991,19910101,1
Tmax,28.1727,1991,19910106,6
Tmax,37.9233,1991,19910111,11
Tmax,34.0871,1991,19910116,16
Tmax,28.5579,1991,19910121,21
Tmax,28.7231,1991,19910126,26
Tmax,38.0905,1991,19910131,31
Tmax,44.4393,1991,19910205,36
Tmax,46.9881,1991,19910210,41
Tmax,47.1557,1991,19910215,46
Tmax,51.5071,1991,19910220,51
Tmax,49.1378,1991,19910225,56
Tmax,46.4888,1991,19910302,61
Tmax,43.8243,1991,19910307,66
Tmax,43.9103,1991,19910312,71
Tmax,50.0943,1991,19910317,76
Tmax,48.9052,1991,19910322,81
Tmax,50.4608,1991,19910327,86
Tmax,63.0801,1991,19910401,91
Tmax,48.6413,1991,19910406,96
Tmax,48.7362,1991,19910411,101
Tmax,53.5243,1991,19910416,106
Tmax,57.7394,1991,19910421,111
Tmax,47.8767,1991,19910426,116
Tmax,56.4791,1991,19910501,121
Tmax,54.6166,1991,19910506,126
Tmax,59.327,1991,19910511,131
Tmax,66.2711,1991,19910516,136
Tmax,71.5819,1991,19910521,141
Tmax,61.2324,1991,19910526,146
Tmax,72.5124,1991,19910531,151
Tmax,72.1855,1991,19910605,156
Tmax,76.1814,1991,19910610,161
Tmax,77.0088,1991,19910615,166
Tmax,78.2191,1991,19910620,171
Tmax,73.8414,1991,19910625,176
Tmax,81.0268,1991,19910630,181
Tmax,88.0699,1991,19910705,186
Tmax,88.6753,1991,19910710,191
Tmax,88.6674,1991,19910715,196
Tmax,86.1759,1991,19910720,201
Tmax,88.4605,1991,19910725,206
Tmax,87.5522,1991,19910730,211
Tmax,87.4652,1991,19910804,216
Tmax,89.7208,1991,19910809,221
Tmax,85.2421,1991,19910814,226
Tmax,90.3715,1991,19910819,231
Tmax,86.5906,1991,19910824,236
Tmax,86.788,1991,19910829,241
Tmax,83.1271,1991,19910903,246
Tmax,70.5104,1991,19910908,251
Tmax,68.1885,1991,19910913,256
Tmax,71.0351,1991,19910918,261
Tmax,76.2226,1991,19910923,266
Tmax,72.6266,1991,19910928,271
Tmax,66.2582,1991,19911003,276
Tmax,73.3317,1991,19911008,281
Tmax,69.3178,1991,19911013,286
Tmax,59.671,1991,19911018,291
Tmax,46.9508,1991,19911023,296
Tmax,32.0944,1991,19911028,301
Tmax,32.3844,1991,19911102,306
Tmax,49.2191,1991,19911107,311
Tmax,42.4576,1991,19911112,316
Tmax,40.7269,1991,19911117,321
Tmax,36.6605,1991,19911122,326
Tmax,31.3489,1991,19911127,331
Tmax,36.9044,1991,19911202,336
Tmax,38.0097,1991,19911207,341
Tmax,35.7376,1991,19911212,346
Tmax,35.9553,1991,19911217,351
Tmax,32.9898,1991,19911222,356
Tmax,35.5676,1991,19911227,361
Tmax,35.055,1992,19920101,1
Tmax,34.4924,1992,19920106,6
Tmax,30.7692,1992,19920111,11
Tmax,31.3376,1992,19920116,16
Tmax,35.9781,1992,19920121,21
Tmax,46.2667,1992,19920126,26
Tmax,45.5412,1992,19920131,31
Tmax,45.3412,1992,19920205,36
Tmax,46.3021,1992,19920210,41
Tmax,43.2616,1992,19920215,46
Tmax,48.9702,1992,19920220,51
Tmax,54.5838,1992,19920225,56
Tmax,57.8931,1992,19920301,61
Tmax,52.0327,1992,19920306,66
Tmax,60.1999,1992,19920311,71
Tmax,53.2116,1992,19920316,76
Tmax,54.0066,1992,19920321,81
Tmax,58.4929,1992,19920326,86
Tmax,65.7872,1992,19920331,91
Tmax,55.7911,1992,19920405,96
Tmax,67.111,1992,19920410,101
Tmax,60.4951,1992,19920415,106
Tmax,57.2907,1992,19920420,111
Tmax,77.2161,1992,19920425,116
Tmax,69.7281,1992,19920430,121
Tmax,77.7647,1992,19920505,126
Tmax,70.1159,1992,19920510,131
Tmax,79.3526,1992,19920515,136
Tmax,74.8156,1992,19920520,141
Tmax,76.1358,1992,19920525,146
Tmax,76.966,1992,19920530,151
Tmax,75.3603,1992,19920604,156
Tmax,79.9276,1992,19920609,161
Tmax,66.2143,1992,19920614,166
Tmax,85.9091,1992,19920619,171
Tmax,84.2951,1992,19920624,176
Tmax,72.6745,1992,19920629,181
Tmax,82.2289,1992,19920704,186
Tmax,79.3575,1992,19920709,191
Tmax,85.4621,1992,19920714,196
Tmax,85.3264,1992,19920719,201
Tmax,87.2258,1992,19920724,206
Tmax,91.8639,1992,19920729,211
Tmax,91.6021,1992,19920803,216
Tmax,91.1004,1992,19920808,221
Tmax,90.2512,1992,19920813,226
Tmax,88.5388,1992,19920818,231
Tmax,69.2946,1992,19920823,236
Tmax,80.0064,1992,19920828,241
Tmax,73.9567,1992,19920902,246
Tmax,73.6743,1992,19920907,251
Tmax,74.362,1992,19920912,256
Tmax,75.562,1992,19920917,261
Tmax,73.037,1992,19920922,266
Tmax,80.4973,1992,19920927,271
Tmax,64.4422,1992,19921002,276
Tmax,61.2578,1992,19921007,281
Tmax,60.0794,1992,19921012,286
Tmax,67.0106,1992,19921017,291
Tmax,63.8727,1992,19921022,296
Tmax,55.1291,1992,19921027,301
Tmax,41.6371,1992,19921101,306
Tmax,40.2786,1992,19921106,311
Tmax,41.7337,1992,19921111,316
Tmax,41.9404,1992,19921116,321
Tmax,25.9765,1992,19921121,326
Tmax,24.3364,1992,19921126,331
Tmax,25.2805,1992,19921201,336
Tmax,31.0907,1992,19921206,341
Tmax,29.4943,1992,19921211,346
Tmax,23.5323,1992,19921216,351
Tmax,31.1388,1992,19921221,356
Tmax,33.5775,1992,19921226,361
Tmax,28.4556,1992,19921231,366
Tmax,24.873,1993,19930101,1
Tmax,23.785,1993,19930106,6
Tmax,27.0684,1993,19930111,11
Tmax,31.3469,1993,19930116,16
Tmax,31.8006,1993,19930121,21
Tmax,25.8896,1993,19930126,26
Tmax,26.1725,1993,19930131,31
Tmax,31.9702,1993,19930205,36
Tmax,32.6926,1993,19930210,41
Tmax,28.1305,1993,19930215,46
Tmax,32.1794,1993,19930220,51
Tmax,26.0693,1993,19930225,56
Tmax,34.1402,1993,19930302,61
Tmax,35.8491,1993,19930307,66
Tmax,37.8573,1993,19930312,71
Tmax,50.2436,1993,19930317,76
Tmax,58.1004,1993,19930322,81
Tmax,54.1411,1993,19930327,86
Tmax,52.1952,1993,19930401,91
Tmax,50.9721,1993,19930406,96
Tmax,47.4591,1993,19930411,101
Tmax,53.9066,1993,19930416,106
Tmax,57.729,1993,19930421,111
Tmax,56.4689,1993,19930426,116
Tmax,59.0858,1993,19930501,121
Tmax,58.9582,1993,19930506,126
Tmax,78.2085,1993,19930511,131
Tmax,75.9861,1993,19930516,136
Tmax,71.9057,1993,19930521,141
Tmax,76.2961,1993,19930526,146
Tmax,64.8631,1993,19930531,151
Tmax,61.2502,1993,19930605,156
Tmax,69.3211,1993,19930610,161
Tmax,73.2856,1993,19930615,166
Tmax,70.6416,1993,19930620,171
Tmax,77.807,1993,19930625,176
Tmax,70.8754,1993,19930630,181
Tmax,73.0704,1993,19930705,186
Tmax,76.3294,1993,19930710,191
Tmax,76.4149,1993,19930715,196
Tmax,70.0683,1993,19930720,201
Tmax,78.5398,1993,19930725,206
Tmax,82.0892,1993,19930730,211
Tmax,83.2112,1993,19930804,216
Tmax,83.1299,1993,19930809,221
Tmax,77.4653,1993,19930814,226
Tmax,80.2525,1993,19930819,231
Tmax,74.9116,1993,19930824,236
Tmax,73.2634,1993,19930829,241
Tmax,82.2404,1993,19930903,246
Tmax,80.0112,1993,19930908,251
Tmax,67.0186,1993,19930913,256
Tmax,66.118,1993,19930918,261
Tmax,69.9171,1993,19930923,266
Tmax,74.5195,1993,19930928,271
Tmax,72.0016,1993,19931003,276
Tmax,54.0237,1993,19931008,281
Tmax,56.2472,1993,19931013,286
Tmax,56.3436,1993,19931018,291
Tmax,56.788,1993,19931023,296
Tmax,48.8098,1993,19931028,301
Tmax,45.8661,1993,19931102,306
Tmax,47.4131,1993,19931107,311
Tmax,42.0832,1993,19931112,316
Tmax,41.0808,1993,19931117,321
Tmax,25.7924,1993,19931122,326
Tmax,33.6001,1993,19931127,331
Tmax,34.9739,1993,19931202,336
Tmax,43.4634,1993,19931207,341
Tmax,34.5884,1993,19931212,346
Tmax,29.4943,1993,19931217,351
Tmax,26.7461,1993,19931222,356
Tmax,30.9971,1993,19931227,361
Tmax,41.3221,1994,19940101,1
Tmax,37.3497,1994,19940106,6
Tmax,40.434,1994,19940111,11
Tmax,36.2196,1994,19940116,16
Tmax,41.8516,1994,19940121,21
Tmax,36.6334,1994,19940126,26
Tmax,32.8232,1994,19940131,31
Tmax,35.7514,1994,19940205,36
Tmax,34.3415,1994,19940210,41
Tmax,40.9954,1994,19940215,46
Tmax,37.8362,1994,19940220,51
Tmax,49.1939,1994,19940225,56
Tmax,55.961,1994,19940302,61
Tmax,50.2292,1994,19940307,66
Tmax,62.273,1994,19940312,71
Tmax,53.4057,1994,19940317,76
Tmax,47.6436,1994,19940322,81
Tmax,57.171,1994,19940327,86
Tmax,52.9002,1994,19940401,91
Tmax,50.2266,1994,19940406,96
Tmax,58.4181,1994,19940411,101
Tmax,75.1489,1994,19940416,106
Tmax,66.6404,1994,19940421,111
Tmax,52.1821,1994,19940426,116
Tmax,65.2188,1994,19940501,121
Tmax,74.4103,1994,19940506,126
Tmax,73.7407,1994,19940511,131
Tmax,63.8523,1994,19940516,136
Tmax,74.3129,1994,19940521,141
Tmax,75.4391,1994,19940526,146
Tmax,75.4028,1994,19940531,151
Tmax,70.8014,1994,19940605,156
Tmax,78.4592,1994,19940610,161
Tmax,77.8398,1994,19940615,166
Tmax,89.6074,1994,19940620,171
Tmax,86.3912,1994,19940625,176
Tmax,84.1755,1994,19940630,181
Tmax,81.5967,1994,19940705,186
Tmax,86.1803,1994,19940710,191
Tmax,89.1231,1994,19940715,196
Tmax,90.3687,1994,19940720,201
Tmax,94.838,1994,19940725,206
Tmax,90.779,1994,19940730,211
Tmax,92.3008,1994,19940804,216
Tmax,89.2294,1994,19940809,221
Tmax,90.6108,1994,19940814,226
Tmax,87.3636,1994,19940819,231
Tmax,86.1438,1994,19940824,236
Tmax,83.5397,1994,19940829,241
Tmax,80.158,1994,19940903,246
Tmax,80.2374,1994,19940908,251
Tmax,73.3225,1994,19940913,256
Tmax,77.422,1994,19940918,261
Tmax,82.6602,1994,19940923,266
Tmax,67.0392,1994,19940928,271
Tmax,55.7846,1994,19941003,276
Tmax,64.7904,1994,19941008,281
Tmax,53.3211,1994,19941013,286
Tmax,55.1223,1994,19941018,291
Tmax,59.0379,1994,19941023,296
Tmax,47.9356,1994,19941028,301
Tmax,38.094,1994,19941102,306
Tmax,46.1722,1994,19941107,311
Tmax,35.6451,1994,19941112,316
Tmax,25.8021,1994,19941117,321
Tmax,29.3562,1994,19941122,326
Tmax,32.0621,1994,19941127,331
Tmax,38.5839,1994,19941202,336
Tmax,25.5097,1994,19941207,341
Tmax,29.5754,1994,19941212,346
Tmax,35.0872,1994,19941217,351
Tmax,36.245,1994,19941222,356
Tmax,32.0406,1994,19941227,361
Tmax,24.0083,1995,19950101,1
Tmax,38.1223,1995,19950106,6
Tmax,43.0678,1995,19950111,11
Tmax,34.7215,1995,19950116,16
Tmax,35.9443,1995,19950121,21
Tmax,37.3986,1995,19950126,26
Tmax,45.3087,1995,19950131,31
Tmax,49.069,1995,19950205,36
Tmax,34.5127,1995,19950210,41
Tmax,42.8459,1995,19950215,46
Tmax,57.3523,1995,19950220,51
Tmax,50.669,1995,19950225,56
Tmax,41.6512,1995,19950302,61
Tmax,50.9322,1995,19950307,66
Tmax,53.478,1995,19950312,71
Tmax,53.5908,1995,19950317,76
Tmax,41.2526,1995,19950322,81
Tmax,43.0704,1995,19950327,86
Tmax,58.8056,1995,19950401,91
Tmax,52.4603,1995,19950406,96
Tmax,54.4096,1995,19950411,101
Tmax,51.5321,1995,19950416,106
Tmax,55.3502,1995,19950421,111
Tmax,57.6778,1995,19950426,116
Tmax,57.4605,1995,19950501,121
Tmax,58.8087,1995,19950506,126
Tmax,58.7986,1995,19950511,131
Tmax,66.1007,1995,19950516,136
Tmax,63.5356,1995,19950521,141
Tmax,64.7863,1995,19950526,146
Tmax,69.2528,1995,19950531,151
Tmax,58.7309,1995,19950605,156
Tmax,77.071,1995,19950610,161
Tmax,71.0023,1995,19950615,166
Tmax,67.0125,1995,19950620,171
Tmax,77.2676,1995,19950625,176
Tmax,75.3509,1995,19950630,181
Tmax,88.1154,1995,19950705,186
Tmax,82.3447,1995,19950710,191
Tmax,83.0972,1995,19950715,196
Tmax,84.0463,1995,19950720,201
Tmax,90.2696,1995,19950725,206
Tmax,84.0243,1995,19950730,211
Tmax,87.7266,1995,19950804,216
Tmax,84.5826,1995,19950809,221
Tmax,83.0733,1995,19950814,226
Tmax,87.2007,1995,19950819,231
Tmax,87.6734,1995,19950824,236
Tmax,88.16,1995,19950829,241
Tmax,83.6,1995,19950903,246
Tmax,74.1297,1995,19950908,251
Tmax,83.8178,1995,19950913,256
Tmax,65.6656,1995,19950918,261
Tmax,67.0092,1995,19950923,266
Tmax,62.6064,1995,19950928,271
Tmax,57.604,1995,19951003,276
Tmax,66.9152,1995,19951008,281
Tmax,64.3146,1995,19951013,286
Tmax,55.1441,1995,19951018,291
Tmax,55.0249,1995,19951023,296
Tmax,54.2232,1995,19951028,301
Tmax,44.6029,1995,19951102,306
Tmax,49.3515,1995,19951107,311
Tmax,54.7511,1995,19951112,316
Tmax,52.2206,1995,19951117,321
Tmax,51.5838,1995,19951122,326
Tmax,48.8684,1995,19951127,331
Tmax,45.7816,1995,19951202,336
Tmax,40.6931,1995,19951207,341
Tmax,42.9829,1995,19951212,346
Tmax,30.4782,1995,19951217,351
Tmax,28.191,1995,19951222,356
Tmax,31.9704,1995,19951227,361
Tmax,34.5114,1996,19960101,1
Tmax,38.2453,1996,19960106,6
Tmax,36.3905,1996,19960111,11
Tmax,33.559,1996,19960116,16
Tmax,30.2937,1996,19960121,21
Tmax,31.6552,1996,19960126,26
Tmax,20.1529,1996,19960131,31
Tmax,44.5969,1996,19960205,36
Tmax,40.1374,1996,19960210,41
Tmax,45.2645,1996,19960215,46
Tmax,46.4841,1996,19960220,51
Tmax,32.0108,1996,19960225,56
Tmax,43.1297,1996,19960301,61
Tmax,47.2075,1996,19960306,66
Tmax,55.5413,1996,19960311,71
Tmax,54.0787,1996,19960316,76
Tmax,50.429,1996,19960321,81
Tmax,48.4035,1996,19960326,86
Tmax,55.5472,1996,19960331,91
Tmax,67.8521,1996,19960405,96
Tmax,56.1133,1996,19960410,101
Tmax,56.1926,1996,19960415,106
Tmax,52.8287,1996,19960420,111
Tmax,53.6242,1996,19960425,116
Tmax,56.9539,1996,19960430,121
Tmax,62.5119,1996,19960505,126
Tmax,71.8211,1996,19960510,131
Tmax,61.3497,1996,19960515,136
Tmax,59.4066,1996,19960520,141
Tmax,62.748,1996,19960525,146
Tmax,71.4206,1996,19960530,151
Tmax,81.5569,1996,19960604,156
Tmax,83.9828,1996,19960609,161
Tmax,82.573,1996,19960614,166
Tmax,75.1881,1996,19960619,171
Tmax,79.408,1996,19960624,176
Tmax,87.2769,1996,19960629,181
Tmax,86.4702,1996,19960704,186
Tmax,87.721,1996,19960709,191
Tmax,85.7283,1996,19960714,196
Tmax,84.6359,1996,19960719,201
Tmax,91.5382,1996,19960724,206
Tmax,86.9606,1996,19960729,211
Tmax,76.4102,1996,19960803,216
Tmax,91.5616,1996,19960808,221
Tmax,90.6529,1996,19960813,226
Tmax,82.5781,1996,19960818,231
Tmax,89.8972,1996,19960823,236
Tmax,83.8027,1996,19960828,241
Tmax,77.8268,1996,19960902,246
Tmax,82.3654,1996,19960907,251
Tmax,71.8734,1996,19960912,256
Tmax,59.6976,1996,19960917,261
Tmax,60.0559,1996,19960922,266
Tmax,74.5788,1996,19960927,271
Tmax,76.006,1996,19961002,276
Tmax,76.5837,1996,19961007,281
Tmax,60.9374,1996,19961012,286
Tmax,45.5737,1996,19961017,291
Tmax,42.1625,1996,19961022,296
Tmax,42.9678,1996,19961027,301
Tmax,49.9505,1996,19961101,306
Tmax,45.2027,1996,19961106,311
Tmax,49.4947,1996,19961111,316
Tmax,44.7992,1996,19961116,321
Tmax,47.2432,1996,19961121,326
Tmax,34.1453,1996,19961126,331
Tmax,31.5169,1996,19961201,336
Tmax,39.3419,1996,19961206,341
Tmax,35.6686,1996,19961211,346
Tmax,25.5017,1996,19961216,351
Tmax,33.8382,1996,19961221,356
Tmax,41.235,1996,19961226,361
Tmax,50.9935,1996,19961231,366
Tmax,40.4407,1997,19970101,1
Tmax,31.277,1997,19970106,6
Tmax,23.4453,1997,19970111,11
Tmax,32.5182,1997,19970116,16
Tmax,33.3356,1997,19970121,21
Tmax,37.1152,1997,19970126,26
Tmax,39.6282,1997,19970131,31
Tmax,30.3807,1997,19970205,36
Tmax,37.6162,1997,19970210,41
Tmax,44.11,1997,19970215,46
Tmax,33.9874,1997,19970220,51
Tmax,36.5381,1997,19970225,56
Tmax,36.5736,1997,19970302,61
Tmax,49.6193,1997,19970307,66
Tmax,49.2269,1997,19970312,71
Tmax,62.9497,1997,19970317,76
Tmax,55.8761,1997,19970322,81
Tmax,51.5861,1997,19970327,86
Tmax,41.4172,1997,19970401,91
Tmax,45.7341,1997,19970406,96
Tmax,47.6024,1997,19970411,101
Tmax,67.6151,1997,19970416,106
Tmax,57.2008,1997,19970421,111
Tmax,59.8977,1997,19970426,116
Tmax,61.7883,1997,19970501,121
Tmax,69.9289,1997,19970506,126
Tmax,78.1826,1997,19970511,131
Tmax,76.5015,1997,19970516,136
Tmax,69.3513,1997,19970521,141
Tmax,68.5274,1997,19970526,146
Tmax,77.6311,1997,19970531,151
Tmax,74.542,1997,19970605,156
Tmax,69.2659,1997,19970610,161
Tmax,77.2373,1997,19970615,166
Tmax,73.0154,1997,19970620,171
Tmax,81.474,1997,19970625,176
Tmax,72.8511,1997,19970630,181
Tmax,84.2284,1997,19970705,186
Tmax,73.724,1997,19970710,191
Tmax,86.0902,1997,19970715,196
Tmax,85.8152,1997,19970720,201
Tmax,84.5571,1997,19970725,206
Tmax,87.1881,1997,19970730,211
Tmax,82.7295,1997,19970804,216
Tmax,78.6713,1997,19970809,221
Tmax,82.3984,1997,19970814,226
Tmax,89.3455,1997,19970819,231
Tmax,87.7984,1997,19970824,236
Tmax,84.6687,1997,19970829,241
Tmax,80.4364,1997,19970903,246
Tmax,81.4706,1997,19970908,251
Tmax,74.6564,1997,19970913,256
Tmax,61.5264,1997,19970918,261
Tmax,72.3824,1997,19970923,266
Tmax,73.0952,1997,19970928,271
Tmax,64.1122,1997,19971003,276
Tmax,52.8905,1997,19971008,281
Tmax,60.4434,1997,19971013,286
Tmax,61.4365,1997,19971018,291
Tmax,45.7229,1997,19971023,296
Tmax,52.8603,1997,19971028,301
Tmax,56.6811,1997,19971102,306
Tmax,49.2932,1997,19971107,311
Tmax,37.1094,1997,19971112,316
Tmax,41.048,1997,19971117,321
Tmax,42.0031,1997,19971122,326
Tmax,38.1713,1997,19971127,331
Tmax,32.7206,1997,19971202,336
Tmax,31.6669,1997,19971207,341
Tmax,32.124,1997,19971212,346
Tmax,31.6959,1997,19971217,351
Tmax,23.6922,1997,19971222,356
Tmax,32.6734,1997,19971227,361
Tmax,40.3062,1998,19980101,1
Tmax,32.1238,1998,19980106,6
Tmax,37.9671,1998,19980111,11
Tmax,38.3317,1998,19980116,16
Tmax,36.8949,1998,19980121,21
Tmax,43.2175,1998,19980126,26
Tmax,39.4468,1998,19980131,31
Tmax,43.0648,1998,19980205,36
Tmax,38.1864,1998,19980210,41
Tmax,38.1728,1998,19980215,46
Tmax,40.1832,1998,19980220,51
Tmax,32.7409,1998,19980225,56
Tmax,35.2872,1998,19980302,61
